filename,window_start,window_end,window_duration,window_frames,eye_contact_ratio,face_visibility_ratio,gaze_center_ratio,valid_gaze_frames,gaze_center_frames,looking_away_total_time,head_pitch_offset_mean,head_pitch_offset_std,head_yaw_mean,head_yaw_std,head_roll_mean,head_roll_std,head_movement_mean_delta,head_movement_stability_score,blink_count,blink_rate_per_minute,gaze_horizontal_ratio_mean,gaze_horizontal_ratio_std,gaze_vertical_ratio_mean,gaze_vertical_ratio_std,primary_gaze_horizontal_ratio,primary_gaze_vertical_ratio,primary_gaze_zone_ratio,secondary_gaze_zone_ratio,gaze_deviation_from_primary_ratio,gaze_deviation_from_primary_mean,primary_head_pitch,primary_head_yaw,head_deviation_from_primary_ratio,head_deviation_from_primary_mean
sample4.mp4,0.0,3.0,3.0,9,0.0,1.0,0.25,8,2,3.0,26.7901,7.7189,4.9039,1.4323,-5.5745,2.513,2.5889,27.86,2,40.0,0.7791,0.1257,1.2015,0.2414,0.8322,0.7295,0.1455,0.0909,0.875,0.496,152.14,7.6782,0.1111,6.9807
sample4.mp4,3.0,6.0,3.0,9,0.0,1.0,0.0,8,0,3.0,32.0241,3.641,7.9546,1.6189,-7.9217,2.0511,2.5399,28.25,2,40.0,0.7676,0.0553,1.0,0.2009,0.8322,0.7295,0.1455,0.0909,0.75,0.3114,152.14,7.6782,0.0,5.0774
sample4.mp4,6.0,9.0,3.0,9,0.0,1.0,0.0,8,0,3.0,26.3983,2.4018,6.2125,1.9994,-5.7993,1.7435,1.5807,38.75,2,40.0,0.6983,0.0313,0.781,0.1998,0.8322,0.7295,0.1455,0.0909,0.625,0.2296,152.14,7.6782,0.0,3.0203
sample4.mp4,9.0,12.0,3.0,9,0.4444,1.0,0.0,2,0,1.67,27.4942,4.1873,8.7049,2.6044,-7.5659,1.5105,2.5573,28.11,1,20.0,0.6826,0.0226,0.8666,0.2763,0.8322,0.7295,0.1455,0.0909,1.0,0.3181,152.14,7.6782,0.0,4.5184
sample4.mp4,12.0,15.0,3.0,9,0.7778,1.0,0.5,2,1,0.67,25.4178,2.8315,9.9833,1.8545,-7.7748,1.2755,1.8771,34.76,1,20.0,0.6729,0.1221,0.9107,0.1607,0.8322,0.7295,0.1455,0.0909,0.5,0.2426,152.14,7.6782,0.0,4.4371
sample4.mp4,15.0,18.0,3.0,9,0.3333,1.0,0.0,6,0,2.0,24.2127,3.4134,10.5671,2.2034,-8.4193,0.8908,1.5663,38.97,2,40.0,0.8233,0.0741,0.9829,0.3589,0.8322,0.7295,0.1455,0.0909,0.3333,0.2876,152.14,7.6782,0.0,5.8506
sample4.mp4,18.0,21.0,3.0,9,0.6667,1.0,0.3333,3,1,1.0,23.1644,3.7259,9.1794,2.6576,-7.736,1.8737,2.3291,30.04,1,20.0,0.6767,0.0248,1.375,0.3552,0.8322,0.7295,0.1455,0.0909,1.0,0.6714,152.14,7.6782,0.0,6.2901
sample4.mp4,21.0,24.0,3.0,9,0.8889,1.0,0.0,1,0,0.33,25.6336,5.4043,7.2837,2.5646,-5.0874,6.1746,4.5385,18.06,0,0.0,0.8375,,0.6667,,0.8322,0.7295,0.1455,0.0909,0.0,0.0631,152.14,7.6782,0.1111,5.5915
sample4.mp4,24.0,27.0,3.0,9,0.7778,1.0,0.0,2,0,0.67,29.131,2.6829,8.0099,1.3593,-7.7292,0.9027,1.8481,35.11,0,0.0,0.7533,0.0867,0.6979,0.0521,0.8322,0.7295,0.1455,0.0909,0.0,0.1254,152.14,7.6782,0.0,3.0945
sample4.mp4,27.0,30.0,3.0,9,1.0,1.0,0.0,0,0,0.0,25.8365,4.5659,5.2972,2.641,-8.832,2.9818,2.9061,25.6,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.0,5.5452
sample4.mp4,30.0,33.0,3.0,9,0.8889,1.0,0.0,1,0,0.33,28.9851,3.9941,5.1942,3.709,-6.6714,1.8375,2.2151,31.1,0,0.0,0.8654,,0.7778,,0.8322,0.7295,0.1455,0.0909,0.0,0.0586,152.14,7.6782,0.0,5.4502
sample4.mp4,33.0,36.0,3.0,9,0.8889,1.0,0.0,1,0,0.33,28.9335,3.4404,11.1144,2.9151,-9.5142,1.6367,2.592,27.84,1,20.0,0.788,,1.3333,,0.8322,0.7295,0.1455,0.0909,1.0,0.6054,152.14,7.6782,0.0,5.035
sample4.mp4,36.0,39.0,3.0,9,0.6667,1.0,0.3333,3,1,1.0,26.4446,1.8657,9.5015,1.9317,-10.7542,1.2322,1.7396,36.5,0,0.0,0.6823,0.0585,0.8209,0.1838,0.8322,0.7295,0.1455,0.0909,0.6667,0.2548,152.14,7.6782,0.0,3.1636
sample4.mp4,39.0,42.0,3.0,9,0.5556,1.0,0.0,4,0,1.33,31.7642,3.7255,4.6694,2.3816,-6.4953,3.0375,3.0516,24.68,0,0.0,0.7635,0.067,0.782,0.0757,0.8322,0.7295,0.1455,0.0909,0.25,0.1169,152.14,7.6782,0.1111,6.1417
sample4.mp4,42.0,45.0,3.0,9,0.7778,1.0,0.5,2,1,0.67,38.0323,4.8753,5.0602,2.0069,-4.784,2.2328,2.3448,29.9,1,20.0,0.663,0.0661,0.8214,0.1071,0.8322,0.7295,0.1455,0.0909,0.5,0.2062,152.14,7.6782,0.4444,10.8066
sample4.mp4,45.0,48.0,3.0,9,1.0,1.0,0.0,0,0,0.0,30.7689,4.0667,8.7545,1.5954,-8.3131,2.5212,2.0931,32.33,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.0,4.5451
sample4.mp4,48.0,51.0,3.0,9,1.0,1.0,0.0,0,0,0.0,31.7328,3.6309,4.6844,4.3607,-3.7339,2.2322,3.0237,24.85,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.1111,6.6812
sample4.mp4,51.0,54.0,3.0,9,0.8889,1.0,0.0,1,0,0.33,29.4839,5.2507,6.3378,4.5433,-9.7382,2.3336,3.1578,24.05,1,20.0,0.6667,,2.0,,0.8322,0.7295,0.1455,0.0909,1.0,1.2812,152.14,7.6782,0.0,6.9654
sample4.mp4,54.0,57.0,3.0,9,0.8889,1.0,0.0,1,0,0.33,30.6683,3.153,6.6898,4.5883,-5.8814,3.0049,3.1098,24.33,0,0.0,0.6896,,0.8571,,0.8322,0.7295,0.1455,0.0909,1.0,0.1914,152.14,7.6782,0.0,5.8744
sample4.mp4,57.0,60.0,3.0,9,0.6667,1.0,0.0,1,0,1.0,43.4583,21.8214,9.3037,8.9571,-13.1587,8.8795,12.1801,7.59,1,20.0,0.7144,,0.9375,,0.8322,0.7295,0.1455,0.0909,1.0,0.239,152.14,7.6782,0.2222,19.3945
sample4.mp4,60.0,63.0,3.0,9,1.0,1.0,0.0,0,0,0.0,31.5778,3.0667,5.6253,3.3242,-9.4488,1.9022,2.9084,25.59,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.0,5.586
sample4.mp4,63.0,66.0,3.0,9,1.0,1.0,0.0,0,0,0.0,22.5831,5.6346,6.4788,2.3021,-6.979,2.8308,2.8794,25.78,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.2222,6.0372
sample4.mp4,66.0,69.0,3.0,9,1.0,1.0,0.0,0,0,0.0,27.9924,1.882,5.7233,3.0051,-6.8521,2.9397,2.8316,26.1,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.0,3.5927
sample4.mp4,69.0,72.0,3.0,9,1.0,1.0,0.0,0,0,0.0,30.4484,4.7353,6.5185,2.4738,-7.6839,2.176,2.4918,28.64,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.0,5.1583
sample4.mp4,72.0,75.0,3.0,9,1.0,1.0,0.0,0,0,0.0,27.2938,3.9496,7.2644,5.9995,-7.2882,6.9429,3.6979,21.29,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.0,6.4245
sample4.mp4,75.0,78.0,3.0,9,0.8889,1.0,0.0,0,0,0.33,29.299,4.1338,5.5722,7.4814,11.762,55.1058,42.3462,2.31,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.1111,35.9944
sample4.mp4,78.0,81.0,3.0,9,1.0,1.0,0.0,0,0,0.0,27.5683,6.6897,2.5412,3.0108,-6.9113,2.5428,2.315,30.17,0,0.0,,,,,0.8322,0.7295,0.1455,0.0909,0.0,,152.14,7.6782,0.1111,8.832
