filename,window_start,window_end,window_duration,window_frames,eye_contact_ratio,face_visibility_ratio,gaze_center_ratio,valid_gaze_frames,gaze_center_frames,looking_away_total_time,head_pitch_offset_mean,head_pitch_offset_std,head_yaw_mean,head_yaw_std,head_roll_mean,head_roll_std,head_movement_mean_delta,head_movement_stability_score,blink_count,blink_rate_per_minute,gaze_horizontal_ratio_mean,gaze_horizontal_ratio_std,gaze_vertical_ratio_mean,gaze_vertical_ratio_std,primary_gaze_horizontal_ratio,primary_gaze_vertical_ratio,primary_gaze_zone_ratio,secondary_gaze_zone_ratio,gaze_deviation_from_primary_ratio,gaze_deviation_from_primary_mean,primary_head_pitch,primary_head_yaw,head_deviation_from_primary_ratio,head_deviation_from_primary_mean
sample73.mp4,0.0,3.0,3.0,9,0.6667,1.0,0.0,3,0,1.0,15.5996,3.2689,-2.5403,6.8817,-3.591,4.205,4.4717,18.28,2,40.0,0.7571,0.0547,1.2944,0.1701,0.7205,1.1909,0.1427,0.1106,0.3333,0.182,160.9455,-0.2711,0.2222,7.794
sample73.mp4,3.0,6.0,3.0,9,0.4444,1.0,0.0,5,0,1.67,13.8893,2.6268,3.1078,10.7742,-7.2627,4.1914,6.5589,13.23,2,40.0,0.7409,0.0693,1.1458,0.3173,0.7205,1.1909,0.1427,0.1106,0.8,0.2793,160.9455,-0.2711,0.5556,12.4099
sample73.mp4,6.0,9.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,22.2093,23.6399,-2.1494,19.2132,8.4587,58.5502,56.1501,1.75,2,40.0,0.8068,0.0774,1.4231,0.3046,0.7205,1.1909,0.1427,0.1106,0.5714,0.3264,160.9455,-0.2711,0.6667,55.5008
sample73.mp4,9.0,12.0,3.0,9,0.4444,1.0,0.0,7,0,1.67,19.3299,2.4105,-0.2076,4.9378,-11.0208,3.5057,4.3454,18.71,2,40.0,0.7457,0.0353,1.1262,0.1038,0.7205,1.1909,0.1427,0.1106,0.2857,0.1102,160.9455,-0.2711,0.0,5.1204
sample73.mp4,12.0,15.0,3.0,9,0.6667,1.0,0.0,4,0,1.0,17.0078,1.4258,0.7592,11.1321,-12.2457,6.3228,4.6894,17.58,3,60.0,0.7403,0.0326,1.0821,0.0976,0.7205,1.1909,0.1427,0.1106,0.25,0.1253,160.9455,-0.2711,0.2222,9.8834
sample73.mp4,15.0,18.0,3.0,9,0.0,1.0,0.0,8,0,3.0,25.8829,24.4392,-8.4143,17.7066,31.4421,71.7656,91.7685,1.08,2,40.0,0.8947,0.1043,1.3144,0.3091,0.7205,1.1909,0.1427,0.1106,0.625,0.3359,160.9455,-0.2711,0.6667,87.2304
sample73.mp4,18.0,21.0,3.0,9,0.3333,1.0,0.0,6,0,2.0,18.7635,1.8837,3.5046,5.3145,-11.9674,2.4976,3.2179,23.71,2,40.0,0.746,0.0439,1.1361,0.1238,0.7205,1.1909,0.1427,0.1106,0.5,0.1198,160.9455,-0.2711,0.1111,5.8879
sample73.mp4,21.0,24.0,3.0,9,0.5556,1.0,0.0,4,0,1.33,16.1811,2.5228,-5.1929,12.7816,-6.4466,6.016,4.3916,18.55,2,40.0,0.7738,0.0669,1.1271,0.0908,0.7205,1.1909,0.1427,0.1106,0.25,0.1334,160.9455,-0.2711,0.4444,12.6554
sample73.mp4,24.0,27.0,3.0,9,0.1111,1.0,0.0,8,0,2.67,15.3285,1.766,-8.3221,5.4802,-2.6761,1.2767,2.0986,32.27,3,60.0,0.8018,0.086,1.3115,0.3056,0.7205,1.1909,0.1427,0.1106,0.5,0.2516,160.9455,-0.2711,0.4444,9.3582
sample73.mp4,27.0,30.0,3.0,9,0.4444,1.0,0.0,5,0,1.67,19.7533,3.5678,-4.7054,10.4065,-3.1798,6.6776,4.7094,17.52,2,40.0,0.7697,0.0911,1.2983,0.1772,0.7205,1.1909,0.1427,0.1106,0.6,0.2148,160.9455,-0.2711,0.2222,9.6793
sample73.mp4,30.0,33.0,3.0,9,0.0,1.0,0.6667,9,6,3.0,6.0359,3.4179,0.4776,9.1354,-9.5953,6.1521,18.9388,5.02,1,20.0,0.6264,0.0485,1.0867,0.1484,0.7205,1.1909,0.1427,0.1106,0.5556,0.1968,160.9455,-0.2711,0.6667,49.8062
sample73.mp4,33.0,36.0,3.0,9,0.1111,1.0,0.375,8,3,2.67,5.5844,4.1283,-20.1065,24.5486,35.3628,75.3846,57.1569,1.72,3,60.0,0.7037,0.108,1.1854,0.2184,0.7205,1.1909,0.1427,0.1106,0.625,0.2261,160.9455,-0.2711,1.0,94.6456
sample73.mp4,36.0,39.0,3.0,9,0.0,1.0,0.5,8,4,3.0,6.9887,4.8982,-2.1313,5.4091,-0.7264,3.2549,18.6991,5.08,2,40.0,0.6839,0.0798,1.3667,0.1384,0.7205,1.1909,0.1427,0.1106,0.5,0.213,160.9455,-0.2711,0.6667,156.0707
sample73.mp4,39.0,42.0,3.0,9,0.1111,1.0,0.0,8,0,2.67,24.7576,3.6857,-8.4317,5.7248,-5.7641,3.8095,3.6154,21.67,2,40.0,0.9446,0.1042,1.0589,0.1212,0.7205,1.1909,0.1427,0.1106,0.875,0.2938,160.9455,-0.2711,0.4444,11.5301
sample73.mp4,42.0,45.0,3.0,9,0.4444,1.0,0.2,5,1,1.67,16.0799,7.7334,-0.6274,11.0758,14.1955,57.2859,41.5509,2.35,1,20.0,0.7431,0.1187,1.0149,0.1919,0.7205,1.1909,0.1427,0.1106,1.0,0.2751,160.9455,-0.2711,0.4444,47.0655
sample73.mp4,45.0,48.0,3.0,9,0.0,1.0,0.0,9,0,3.0,24.4266,2.0137,-10.6873,7.1098,-0.3312,1.9806,2.1959,31.29,1,20.0,0.9091,0.1233,1.4774,0.2092,0.7205,1.1909,0.1427,0.1106,1.0,0.4042,160.9455,-0.2711,0.4444,12.5419
sample73.mp4,48.0,51.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,20.3499,2.7334,-8.4459,5.1076,-2.9536,2.5291,3.406,22.7,2,40.0,0.8886,0.1354,1.4321,0.1771,0.7205,1.1909,0.1427,0.1106,0.7143,0.3177,160.9455,-0.2711,0.1111,9.1778
sample73.mp4,51.0,54.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,19.5085,1.743,2.9064,8.2818,-8.3024,2.3057,3.6078,21.7,2,40.0,0.7596,0.0498,1.0748,0.1467,0.7205,1.1909,0.1427,0.1106,0.2857,0.1713,160.9455,-0.2711,0.2222,7.7134
sample73.mp4,54.0,57.0,3.0,9,0.1111,1.0,0.0,4,0,2.67,12.1397,9.0094,23.3226,22.3472,-44.0314,109.2811,58.3421,1.69,1,20.0,0.8016,0.0859,1.2188,0.0817,0.7205,1.1909,0.1427,0.1106,0.25,0.1172,160.9455,-0.2711,0.5556,58.7131
sample73.mp4,57.0,60.0,3.0,9,0.2222,1.0,0.0,6,0,2.33,16.2303,2.8105,7.3354,12.9818,-3.9551,3.6426,3.4404,22.52,0,0.0,0.7681,0.0421,1.1008,0.0656,0.7205,1.1909,0.1427,0.1106,0.1667,0.1079,160.9455,-0.2711,0.4444,12.7451
sample73.mp4,60.0,63.0,3.0,9,0.0,1.0,0.0,8,0,3.0,18.7848,2.6713,-15.4662,12.3098,12.1046,39.0288,41.6299,2.35,3,60.0,0.8614,0.1694,1.1368,0.228,0.7205,1.1909,0.1427,0.1106,0.5,0.2541,160.9455,-0.2711,0.5556,49.3934
sample73.mp4,63.0,66.0,3.0,9,0.0,1.0,0.0,9,0,3.0,19.349,1.518,-1.9513,5.3179,-2.7068,1.423,2.3296,30.03,2,40.0,0.7547,0.0372,1.1611,0.0478,0.7205,1.1909,0.1427,0.1106,0.0,0.0629,160.9455,-0.2711,0.0,5.0499
sample73.mp4,66.0,69.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,21.4672,4.3905,-7.429,12.7704,-2.8388,3.9664,7.5158,11.74,2,40.0,0.8116,0.1344,1.3286,0.2606,0.7205,1.1909,0.1427,0.1106,0.2857,0.2152,160.9455,-0.2711,0.4444,13.1945
sample73.mp4,69.0,72.0,3.0,9,0.1111,1.0,0.0,8,0,2.67,21.623,3.5052,-14.1591,15.4114,18.9825,54.2516,48.7891,2.01,1,20.0,1.0162,0.0967,1.1491,0.0723,0.7205,1.1909,0.1427,0.1106,0.875,0.3105,160.9455,-0.2711,0.5556,52.7464
sample73.mp4,72.0,75.0,3.0,9,0.2222,1.0,0.0,6,0,2.33,25.0234,5.9974,-6.0832,23.385,-2.3971,11.7048,11.6403,7.91,2,40.0,0.7439,0.0354,1.1758,0.0942,0.7205,1.1909,0.1427,0.1106,0.0,0.0945,160.9455,-0.2711,0.1111,14.3232
sample73.mp4,75.0,78.0,3.0,9,0.3333,1.0,0.0,7,0,2.0,22.9253,17.5839,-1.5881,11.8335,33.2686,73.3634,51.4289,1.91,2,40.0,0.7548,0.0965,1.0993,0.1294,0.7205,1.1909,0.1427,0.1106,0.4286,0.1686,160.9455,-0.2711,0.5556,41.0573
sample73.mp4,78.0,81.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,20.7693,4.8734,-0.0227,10.3057,-8.8715,8.5063,4.2114,19.19,2,40.0,0.8133,0.0311,1.2474,0.3047,0.7205,1.1909,0.1427,0.1106,0.7143,0.2929,160.9455,-0.2711,0.4444,11.2418
sample73.mp4,81.0,84.0,3.0,9,0.2222,1.0,0.0,6,0,2.33,17.9307,2.3977,3.2356,5.5094,-7.4095,4.4372,3.1402,24.15,4,80.0,0.7527,0.0828,1.2208,0.2207,0.7205,1.1909,0.1427,0.1106,0.6667,0.2033,160.9455,-0.2711,0.0,6.5045
sample73.mp4,84.0,87.0,3.0,9,0.3333,1.0,0.0,7,0,2.0,21.8164,2.995,1.895,3.7101,-5.1888,3.0135,2.4744,28.78,3,60.0,0.7466,0.0308,1.1957,0.2043,0.7205,1.1909,0.1427,0.1106,0.2857,0.1748,160.9455,-0.2711,0.0,4.9914
sample73.mp4,87.0,90.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,20.3027,2.1074,-0.053,7.6394,0.3028,18.4931,20.5301,4.64,2,40.0,0.7405,0.0424,1.0602,0.0388,0.7205,1.1909,0.1427,0.1106,0.2857,0.139,160.9455,-0.2711,0.1111,19.7389
sample73.mp4,90.0,93.0,3.0,9,0.1111,1.0,0.0,7,0,2.67,17.6749,4.7041,-1.6395,6.8382,17.4754,56.4081,24.1765,3.97,2,40.0,0.6983,0.0309,1.1821,0.1746,0.7205,1.1909,0.1427,0.1106,0.5714,0.1625,160.9455,-0.2711,0.1111,43.4461
sample73.mp4,93.0,96.0,3.0,9,0.0,1.0,0.0,9,0,3.0,20.7599,3.2724,-21.5497,6.4928,-0.6122,1.7075,2.9497,25.32,1,20.0,1.0302,0.0535,1.2276,0.171,0.7205,1.1909,0.1427,0.1106,1.0,0.3498,160.9455,-0.2711,0.8889,21.5347
sample73.mp4,96.0,99.0,3.0,9,0.0,1.0,0.0,6,0,3.0,12.8553,7.844,-9.6888,9.0573,15.1044,55.0751,49.4658,1.98,2,40.0,0.9003,0.1596,1.1641,0.1528,0.7205,1.1909,0.1427,0.1106,0.8333,0.2739,160.9455,-0.2711,0.5556,83.9974
