filename,window_start,window_end,window_duration,window_frames,eye_contact_ratio,face_visibility_ratio,gaze_center_ratio,valid_gaze_frames,gaze_center_frames,looking_away_total_time,head_pitch_offset_mean,head_pitch_offset_std,head_yaw_mean,head_yaw_std,head_roll_mean,head_roll_std,head_movement_mean_delta,head_movement_stability_score,blink_count,blink_rate_per_minute,gaze_horizontal_ratio_mean,gaze_horizontal_ratio_std,gaze_vertical_ratio_mean,gaze_vertical_ratio_std,primary_gaze_horizontal_ratio,primary_gaze_vertical_ratio,primary_gaze_zone_ratio,secondary_gaze_zone_ratio,gaze_deviation_from_primary_ratio,gaze_deviation_from_primary_mean,primary_head_pitch,primary_head_yaw,head_deviation_from_primary_ratio,head_deviation_from_primary_mean
sample61.mp4,0.0,3.0,3.0,9,0.0,1.0,0.0,9,0,3.0,16.1219,4.8797,5.0455,2.1481,-0.8164,0.543,1.7957,35.77,3,60.0,0.7475,0.0317,1.25,0.1217,0.7509,1.3085,0.1855,0.1617,0.2222,0.1255,166.7808,7.6079,0.0,6.2217
sample61.mp4,3.0,6.0,3.0,9,0.1111,1.0,0.0,8,0,2.67,11.1889,2.7227,2.5743,4.5004,2.0204,1.6852,2.8007,26.31,2,40.0,0.7566,0.0358,1.1521,0.0761,0.7509,1.3085,0.1855,0.1617,0.5,0.1663,166.7808,7.6079,0.1111,6.7785
sample61.mp4,6.0,9.0,3.0,9,0.2222,1.0,0.0,3,0,2.33,17.8787,11.2293,5.6362,11.6186,19.7134,54.5939,27.0802,3.56,1,20.0,0.7964,0.0303,1.2444,0.0864,0.7509,1.3085,0.1855,0.1617,0.0,0.1202,166.7808,7.6079,0.5556,50.0932
sample61.mp4,9.0,12.0,3.0,9,0.5556,1.0,0.0,7,0,1.33,6.0635,4.5623,-0.1417,3.9061,1.545,1.2092,15.9492,5.9,1,20.0,0.7379,0.018,0.985,0.1464,0.7509,1.3085,0.1855,0.1617,0.8571,0.3255,166.7808,7.6079,0.6667,48.3216
sample61.mp4,12.0,15.0,3.0,9,0.6667,1.0,0.0,8,0,1.0,13.9097,5.3978,0.7073,2.1572,-2.2953,1.276,2.0537,32.75,2,40.0,0.7763,0.0361,1.1869,0.1691,0.7509,1.3085,0.1855,0.1617,0.375,0.1855,166.7808,7.6079,0.0,8.8695
sample61.mp4,15.0,18.0,3.0,9,0.3333,1.0,0.0,5,0,2.0,18.101,4.7789,2.4597,3.012,-1.7771,3.512,2.8218,26.17,1,20.0,0.7954,0.0305,1.295,0.1845,0.7509,1.3085,0.1855,0.1617,0.4,0.1615,166.7808,7.6079,0.2222,8.5818
sample61.mp4,18.0,21.0,3.0,9,0.3333,1.0,0.0,3,0,2.0,14.9147,3.2843,7.9633,5.9485,-2.3218,3.6032,2.5907,27.85,3,60.0,0.794,0.0562,1.1651,0.0258,0.7509,1.3085,0.1855,0.1617,0.3333,0.1601,166.7808,7.6079,0.0,6.7563
sample61.mp4,21.0,24.0,3.0,9,0.5556,1.0,0.0,6,0,1.33,18.2564,3.6725,-0.6324,5.763,-2.6095,2.8307,3.8358,20.68,1,20.0,0.7726,0.0272,1.2694,0.095,0.7509,1.3085,0.1855,0.1617,0.0,0.0919,166.7808,7.6079,0.3333,10.7484
sample61.mp4,24.0,27.0,3.0,9,0.2222,1.0,0.0,2,0,2.33,28.2431,7.4292,11.8663,4.0214,-9.7473,5.3476,3.34,23.04,1,20.0,0.8045,0.0624,1.5417,0.0417,0.7509,1.3085,0.1855,0.1617,1.0,0.245,166.7808,7.6079,0.7778,16.3038
sample61.mp4,27.0,30.0,3.0,9,0.2222,1.0,0.0,6,0,2.33,14.1105,2.5207,6.7802,2.7499,0.2517,2.218,1.6706,37.44,1,20.0,0.7923,0.0168,1.275,0.0946,0.7509,1.3085,0.1855,0.1617,0.1667,0.0845,166.7808,7.6079,0.0,3.6794
sample61.mp4,30.0,33.0,3.0,9,0.1111,1.0,0.0,2,0,2.67,22.0244,3.4016,7.8423,2.2616,-4.5849,2.6684,2.5826,27.91,1,20.0,0.8229,0.0393,1.325,0.125,0.7509,1.3085,0.1855,0.1617,0.0,0.1503,166.7808,7.6079,0.3333,9.1389
sample61.mp4,33.0,36.0,3.0,9,0.6667,1.0,0.0,7,0,1.0,18.9687,3.6451,3.4429,2.0535,-0.1764,2.3867,2.1406,31.84,3,60.0,0.7858,0.0275,1.3405,0.1613,0.7509,1.3085,0.1855,0.1617,0.1429,0.1261,166.7808,7.6079,0.0,7.8449
sample61.mp4,36.0,39.0,3.0,9,0.3333,1.0,0.0,3,0,2.0,16.9746,4.5827,0.7544,7.4922,-0.2834,5.3481,2.5613,28.08,2,40.0,0.7548,0.0539,1.4,0.0408,0.7509,1.3085,0.1855,0.1617,0.0,0.104,166.7808,7.6079,0.3333,10.9826
sample61.mp4,39.0,42.0,3.0,9,0.3333,1.0,0.0,4,0,2.0,22.4163,2.1849,1.0668,1.4714,-0.2574,1.4413,1.5046,39.93,1,20.0,0.8045,0.009,1.2667,0.0905,0.7509,1.3085,0.1855,0.1617,0.0,0.106,166.7808,7.6079,0.3333,11.3972
sample61.mp4,42.0,45.0,3.0,9,0.7778,1.0,0.0,8,0,0.67,12.6119,2.4597,1.7982,2.4104,2.2837,0.9386,1.8227,35.43,2,40.0,0.7885,0.0167,1.2812,0.0995,0.7509,1.3085,0.1855,0.1617,0.0,0.1015,166.7808,7.6079,0.0,6.3827
sample61.mp4,45.0,48.0,3.0,9,0.4444,1.0,0.0,4,0,1.67,18.0776,1.6121,-2.7995,3.482,3.5406,1.8861,2.2278,30.98,2,40.0,0.8053,0.0307,1.3,0.0957,0.7509,1.3085,0.1855,0.1617,0.0,0.1043,166.7808,7.6079,0.6667,11.6471
sample61.mp4,48.0,51.0,3.0,9,0.8889,1.0,0.0,9,0,0.33,16.5005,1.9496,6.2781,2.0689,-0.0661,1.2481,1.3999,41.67,2,40.0,0.7978,0.0272,1.3065,0.0809,0.7509,1.3085,0.1855,0.1617,0.1111,0.0812,166.7808,7.6079,0.0,4.0179
sample61.mp4,51.0,54.0,3.0,9,0.5556,1.0,0.0,9,0,1.33,10.2915,2.2557,0.4974,4.8915,3.3763,2.417,2.061,32.67,3,60.0,0.7792,0.0221,1.2212,0.2586,0.7509,1.3085,0.1855,0.1617,0.4444,0.2207,166.7808,7.6079,0.3333,8.0934
sample61.mp4,54.0,57.0,3.0,9,0.5556,1.0,0.0,7,0,1.33,16.0466,4.055,8.2867,2.3511,-0.8508,1.9443,1.9764,33.6,2,40.0,0.803,0.019,1.3143,0.1245,0.7509,1.3085,0.1855,0.1617,0.2857,0.1216,166.7808,7.6079,0.0,5.2024
