filename,window_start,window_end,window_duration,window_frames,eye_contact_ratio,face_visibility_ratio,gaze_center_ratio,valid_gaze_frames,gaze_center_frames,looking_away_total_time,head_pitch_offset_mean,head_pitch_offset_std,head_yaw_mean,head_yaw_std,head_roll_mean,head_roll_std,head_movement_mean_delta,head_movement_stability_score,blink_count,blink_rate_per_minute,gaze_horizontal_ratio_mean,gaze_horizontal_ratio_std,gaze_vertical_ratio_mean,gaze_vertical_ratio_std,primary_gaze_horizontal_ratio,primary_gaze_vertical_ratio,primary_gaze_zone_ratio,secondary_gaze_zone_ratio,gaze_deviation_from_primary_ratio,gaze_deviation_from_primary_mean,primary_head_pitch,primary_head_yaw,head_deviation_from_primary_ratio,head_deviation_from_primary_mean
sample34.mp4,0.0,3.0,3.0,9,0.3333,1.0,0.0,5,0,2.0,2.6707,1.7085,5.7644,13.7453,4.0587,1.6406,18.6103,5.1,1,20.0,0.8232,0.0804,1.15,0.1663,0.8426,1.3132,0.1966,0.1769,0.6,0.2179,177.3576,24.2284,0.6667,239.471
sample34.mp4,3.0,6.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,2.8387,1.7115,17.9982,8.9114,-3.7906,2.8864,18.4906,5.13,0,0.0,0.8547,0.027,1.269,0.0732,0.8426,1.3132,0.1966,0.1769,0.0,0.0778,177.3576,24.2284,0.7778,276.9864
sample34.mp4,6.0,9.0,3.0,9,0.6667,1.0,0.0,2,0,1.0,4.2077,2.6834,15.6526,14.7255,0.2706,5.8536,22.0033,4.35,1,20.0,0.8162,0.0276,1.125,0.0,0.8426,1.3132,0.1966,0.1769,1.0,0.192,177.3576,24.2284,0.2222,49.4843
sample34.mp4,9.0,12.0,3.0,9,0.2222,1.0,0.0,6,0,2.33,1.92,1.2749,14.9062,10.2703,-3.7555,2.2982,33.4353,2.9,2,40.0,0.8257,0.0219,1.4792,0.0906,0.8426,1.3132,0.1966,0.1769,0.3333,0.1689,177.3576,24.2284,0.4444,161.7572
sample34.mp4,12.0,15.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,1.7371,1.3249,18.1182,4.4781,-3.8069,0.7431,46.7975,2.09,2,40.0,0.8504,0.0292,1.4893,0.1267,0.8426,1.3132,0.1966,0.1769,0.4286,0.182,177.3576,24.2284,0.8889,278.3917
sample34.mp4,15.0,18.0,3.0,9,0.3333,1.0,0.0,6,0,2.0,3.0291,1.3435,10.8698,15.5535,-6.3292,2.4794,36.3927,2.67,2,40.0,0.7912,0.0388,1.3264,0.1736,0.8426,1.3132,0.1966,0.1769,0.3333,0.1572,177.3576,24.2284,0.8889,243.6183
sample34.mp4,18.0,21.0,3.0,9,0.5556,1.0,0.0,4,0,1.33,1.6228,1.5633,18.9636,3.6373,-5.1638,0.8816,31.5218,3.07,1,20.0,0.8791,0.0529,1.325,0.0731,0.8426,1.3132,0.1966,0.1769,0.0,0.0823,177.3576,24.2284,0.3333,123.0893
sample34.mp4,21.0,24.0,3.0,9,0.3333,1.0,0.0,5,0,2.0,1.5485,0.9724,13.4152,16.2836,-4.6993,2.3523,65.5668,1.5,2,40.0,0.8567,0.0273,1.475,0.183,0.8426,1.3132,0.1966,0.1769,0.4,0.2089,177.3576,24.2284,0.4444,90.3375
sample34.mp4,24.0,27.0,3.0,9,0.6667,1.0,0.0,3,0,1.0,2.9434,1.6049,17.8575,10.1869,-7.9232,2.7171,19.8867,4.79,2,40.0,0.854,0.0175,1.2167,0.0825,0.8426,1.3132,0.1966,0.1769,0.3333,0.1063,177.3576,24.2284,0.3333,47.9165
sample34.mp4,27.0,30.0,3.0,9,0.4444,1.0,0.0,5,0,1.67,3.9628,2.3961,14.6013,8.688,-7.5681,1.9547,33.609,2.89,1,20.0,0.8369,0.073,1.2517,0.0917,0.8426,1.3132,0.1966,0.1769,0.0,0.1237,177.3576,24.2284,0.5556,125.7924
