filename,window_start,window_end,window_duration,window_frames,eye_contact_ratio,face_visibility_ratio,gaze_center_ratio,valid_gaze_frames,gaze_center_frames,looking_away_total_time,head_pitch_offset_mean,head_pitch_offset_std,head_yaw_mean,head_yaw_std,head_roll_mean,head_roll_std,head_movement_mean_delta,head_movement_stability_score,blink_count,blink_rate_per_minute,gaze_horizontal_ratio_mean,gaze_horizontal_ratio_std,gaze_vertical_ratio_mean,gaze_vertical_ratio_std,primary_gaze_horizontal_ratio,primary_gaze_vertical_ratio,primary_gaze_zone_ratio,secondary_gaze_zone_ratio,gaze_deviation_from_primary_ratio,gaze_deviation_from_primary_mean,primary_head_pitch,primary_head_yaw,head_deviation_from_primary_ratio,head_deviation_from_primary_mean
sample83.mp4,0.0,3.0,3.0,9,0.2222,1.0,0.0,8,0,2.33,4.99,1.824,-25.2165,6.7189,5.8441,1.4904,2.458,28.92,3,60.0,0.8247,0.069,1.24,0.239,0.7421,1.3315,0.1611,0.1545,0.25,0.2158,173.7065,16.1191,1.0,41.4031
sample83.mp4,3.0,6.0,3.0,9,0.3333,1.0,0.1667,6,1,2.0,1.9953,0.8657,-22.0405,2.6875,5.6076,1.4841,1.7552,36.3,2,40.0,0.7967,0.1001,1.3333,0.0855,0.7421,1.3315,0.1611,0.1545,0.1667,0.1373,173.7065,16.1191,1.0,38.4106
sample83.mp4,6.0,9.0,3.0,9,0.3333,1.0,0.0,5,0,2.0,3.9013,2.3532,-15.3555,14.4999,7.3357,1.4739,20.1303,4.73,3,60.0,0.7861,0.0426,1.2493,0.0482,0.7421,1.3315,0.1611,0.1545,0.0,0.1052,173.7065,16.1191,0.8889,68.8482
sample83.mp4,9.0,12.0,3.0,9,0.0,1.0,0.0,5,0,3.0,7.0617,0.4649,18.4911,3.2739,1.8742,0.7798,1.558,39.09,3,60.0,0.7637,0.0434,1.2319,0.0519,0.7421,1.3315,0.1611,0.1545,0.0,0.1147,173.7065,16.1191,0.0,3.5519
sample83.mp4,12.0,15.0,3.0,9,0.0,1.0,0.0,5,0,3.0,7.0792,0.4593,19.979,1.6685,1.7913,0.4538,0.8811,53.16,2,40.0,0.7997,0.0474,1.2875,0.235,0.7421,1.3315,0.1611,0.1545,0.4,0.1984,173.7065,16.1191,0.0,4.0212
sample83.mp4,15.0,18.0,3.0,9,0.0,1.0,0.0,8,0,3.0,6.7162,0.9602,15.8317,5.3291,2.7527,1.2041,1.981,33.55,2,40.0,0.7984,0.0307,1.3089,0.1202,0.7421,1.3315,0.1611,0.1545,0.125,0.1225,173.7065,16.1191,0.1111,3.7641
sample83.mp4,18.0,21.0,3.0,9,0.2222,1.0,0.0,7,0,2.33,7.1699,0.7273,16.8792,4.7357,3.1422,1.1748,2.5309,28.32,3,60.0,0.7564,0.0228,1.3286,0.0647,0.7421,1.3315,0.1611,0.1545,0.0,0.0689,173.7065,16.1191,0.0,3.9905
sample83.mp4,21.0,24.0,3.0,9,0.0,1.0,0.0,9,0,3.0,6.5311,0.8989,9.6285,15.2714,4.1363,2.1907,4.7969,17.25,3,60.0,0.7555,0.0443,1.3278,0.1949,0.7421,1.3315,0.1611,0.1545,0.2222,0.1477,173.7065,16.1191,0.2222,10.2728
sample83.mp4,24.0,27.0,3.0,9,0.0,1.0,0.0,9,0,3.0,6.1636,1.5114,14.8755,5.6566,2.2845,1.3922,3.1422,24.14,2,40.0,0.7562,0.0136,1.251,0.156,0.7421,1.3315,0.1611,0.1545,0.1111,0.1169,173.7065,16.1191,0.0,5.4091
sample83.mp4,27.0,30.0,3.0,9,0.2222,1.0,0.0,9,0,2.33,6.3839,1.0961,14.8125,5.4392,2.2859,0.7516,3.6658,21.43,1,20.0,0.7706,0.0333,1.3153,0.0612,0.7421,1.3315,0.1611,0.1545,0.0,0.0741,173.7065,16.1191,0.0,4.4348
sample83.mp4,30.0,33.0,3.0,9,1.0,1.0,0.0,9,0,0.0,6.6844,1.1094,8.9502,6.4,2.2084,1.1063,3.9885,20.05,2,40.0,0.7484,0.0485,1.3315,0.0616,0.7421,1.3315,0.1611,0.1545,0.0,0.0755,173.7065,16.1191,0.2222,7.5592
sample83.mp4,33.0,36.0,3.0,9,0.6667,1.0,0.0,9,0,1.0,5.6854,0.9178,12.5707,8.0576,2.2861,0.9517,4.3153,18.81,3,60.0,0.7681,0.0577,1.2388,0.23,0.7421,1.3315,0.1611,0.1545,0.2222,0.1756,173.7065,16.1191,0.2222,6.8923
sample83.mp4,36.0,39.0,3.0,9,0.8889,1.0,0.0,8,0,0.33,6.8151,0.502,18.8803,2.3675,1.2044,1.0101,1.747,36.4,4,80.0,0.7915,0.0405,1.3187,0.0724,0.7421,1.3315,0.1611,0.1545,0.0,0.0925,173.7065,16.1191,0.0,3.0005
sample83.mp4,39.0,42.0,3.0,9,0.7778,1.0,0.1111,9,1,0.67,6.073,1.0992,12.5154,11.8889,0.6074,1.6934,4.9928,16.69,2,40.0,0.7583,0.0701,1.3056,0.0975,0.7421,1.3315,0.1611,0.1545,0.1111,0.1056,173.7065,16.1191,0.1111,5.6436
sample83.mp4,42.0,45.0,3.0,9,0.8889,1.0,0.0,9,0,0.33,5.917,0.792,9.6273,7.921,1.6281,1.4143,3.1842,23.9,1,20.0,0.7587,0.0342,1.3431,0.1076,0.7421,1.3315,0.1611,0.1545,0.1111,0.0949,173.7065,16.1191,0.2222,7.7662
sample83.mp4,45.0,48.0,3.0,9,0.6667,1.0,0.1111,9,1,1.0,6.7214,0.6678,5.8704,10.2295,2.0551,1.6108,4.6399,17.73,2,40.0,0.7462,0.0461,1.2991,0.1187,0.7421,1.3315,0.1611,0.1545,0.1111,0.1044,173.7065,16.1191,0.3333,10.6793
sample83.mp4,48.0,51.0,3.0,9,0.2222,1.0,0.0,5,0,2.33,6.1278,1.0197,9.1366,9.768,2.2069,2.316,3.3507,22.98,3,60.0,0.7407,0.0224,1.3893,0.1282,0.7421,1.3315,0.1611,0.1545,0.2,0.1298,173.7065,16.1191,0.2222,8.9764
sample83.mp4,51.0,54.0,3.0,9,0.6667,1.0,0.0,9,0,1.0,6.0317,1.0914,9.9503,10.7861,1.9285,1.4414,5.4799,15.43,2,40.0,0.7561,0.0289,1.3537,0.1344,0.7421,1.3315,0.1611,0.1545,0.1111,0.1105,173.7065,16.1191,0.3333,9.1909
