filename,window_start,window_end,window_duration,window_frames,eye_contact_ratio,face_visibility_ratio,gaze_center_ratio,valid_gaze_frames,gaze_center_frames,looking_away_total_time,head_pitch_offset_mean,head_pitch_offset_std,head_yaw_mean,head_yaw_std,head_roll_mean,head_roll_std,head_movement_mean_delta,head_movement_stability_score,blink_count,blink_rate_per_minute,gaze_horizontal_ratio_mean,gaze_horizontal_ratio_std,gaze_vertical_ratio_mean,gaze_vertical_ratio_std,primary_gaze_horizontal_ratio,primary_gaze_vertical_ratio,primary_gaze_zone_ratio,secondary_gaze_zone_ratio,gaze_deviation_from_primary_ratio,gaze_deviation_from_primary_mean,primary_head_pitch,primary_head_yaw,head_deviation_from_primary_ratio,head_deviation_from_primary_mean
sample37.mp4,0.0,3.0,3.0,8,0.0,1.0,0.0,8,0,3.0,7.0301,1.1067,-16.6096,10.5933,-0.0232,1.9944,3.3261,23.12,2,40.0,0.7752,0.0275,1.1762,0.0885,0.7431,0.9817,0.2472,0.2188,0.75,0.1991,-170.9334,-22.9856,0.125,7.4513
sample37.mp4,3.0,6.0,3.0,7,0.0,1.0,0.0,7,0,2.8,7.9368,1.6854,-11.1709,11.2152,-1.2503,0.6632,2.6604,27.32,0,0.0,0.7646,0.0161,1.0731,0.0936,0.7431,0.9817,0.2472,0.2188,0.2857,0.1157,-170.9334,-22.9856,0.4286,12.0167
sample37.mp4,6.0,9.0,3.0,8,0.0,1.0,0.0,8,0,3.0,7.036,1.5786,-7.7739,11.6142,-2.9252,0.8494,4.2132,19.18,1,20.0,0.7458,0.0242,1.2125,0.2129,0.7431,0.9817,0.2472,0.2188,0.625,0.2346,-170.9334,-22.9856,0.375,15.3897
sample37.mp4,9.0,12.0,3.0,7,0.0,1.0,0.0,7,0,2.8,8.1218,0.6419,-19.6211,2.3929,-1.8224,0.8286,1.1863,45.74,0,0.0,0.759,0.0181,1.131,0.0675,0.7431,0.9817,0.2472,0.2188,0.5714,0.1515,-170.9334,-22.9856,0.0,3.6734
sample37.mp4,12.0,15.0,3.0,8,0.75,1.0,0.0,7,0,0.8,8.2039,0.6554,-21.6173,3.266,0.0667,0.6108,1.8276,35.37,1,20.0,0.75,0.0459,1.1429,0.0872,0.7431,0.9817,0.2472,0.2188,0.5714,0.1759,-170.9334,-22.9856,0.0,3.3058
sample37.mp4,15.0,18.0,3.0,7,0.8571,1.0,0.0,7,0,0.4,7.9397,0.7603,-17.3748,8.21,-1.9048,0.8269,3.3829,22.82,0,0.0,0.7522,0.0197,1.1119,0.0647,0.7431,0.9817,0.2472,0.2188,0.2857,0.1325,-170.9334,-22.9856,0.1429,7.3499
sample37.mp4,18.0,21.0,3.0,8,0.875,1.0,0.0,8,0,0.4,8.0547,0.8718,-22.8032,2.3075,0.9431,1.1612,1.3192,43.12,0,0.0,0.7613,0.025,1.125,0.0726,0.7431,0.9817,0.2472,0.2188,0.375,0.1462,-170.9334,-22.9856,0.0,2.493
sample37.mp4,21.0,24.0,3.0,7,0.4286,1.0,0.0,5,0,1.6,8.0863,0.7206,-20.9903,1.787,0.41,0.5993,1.0571,48.61,0,0.0,0.7868,0.0551,1.0933,0.0827,0.7431,0.9817,0.2472,0.2188,0.4,0.1401,-170.9334,-22.9856,0.0,2.4382
sample37.mp4,24.0,27.0,3.0,8,0.75,1.0,0.0,8,0,0.6,8.3134,1.3975,-20.4847,2.675,-0.3392,0.3589,1.3313,42.89,2,40.0,0.743,0.0307,1.1062,0.0786,0.7431,0.9817,0.2472,0.2188,0.25,0.1296,-170.9334,-22.9856,0.0,3.5808
sample37.mp4,27.0,30.0,3.0,7,0.5714,1.0,0.0,7,0,1.2,8.8058,1.9655,-7.9235,14.3337,-1.6397,1.3865,5.2942,15.89,1,20.0,0.7483,0.0077,1.0905,0.0849,0.7431,0.9817,0.2472,0.2188,0.4286,0.11,-170.9334,-22.9856,0.4286,15.6951
sample37.mp4,30.0,33.0,3.0,8,0.0,1.0,0.0,3,0,3.0,7.9365,1.5927,5.7692,17.1325,-1.0751,2.9216,7.2789,12.08,0,0.0,0.7585,0.058,1.0056,0.0079,0.7431,0.9817,0.2472,0.2188,0.0,0.0568,-170.9334,-22.9856,0.75,28.8342
sample37.mp4,33.0,36.0,3.0,7,0.0,1.0,0.0,5,0,2.8,18.9537,25.1668,1.7887,10.48,-3.9084,3.0872,12.8921,7.2,0,0.0,0.7706,0.0404,0.97,0.0897,0.7431,0.9817,0.2472,0.2188,0.0,0.0865,-170.9334,-22.9856,1.0,32.2418
sample37.mp4,36.0,39.0,3.0,8,0.375,1.0,0.0,6,0,2.0,7.6755,1.568,-17.8471,9.8402,-0.3155,1.639,2.9485,25.33,0,0.0,0.7699,0.0494,1.1111,0.1133,0.7431,0.9817,0.2472,0.2188,0.5,0.1498,-170.9334,-22.9856,0.125,6.8671
